#organism	nchr	16Scopynum	nprot	nprot_withfunc	taxonomy
Brachyspira_murdochii_DSM_12563_uid48819	1	1	2809	1169	k:Bacteria;p:Spirochaetes;c:Spirochaetia;o:Brachyspirales;f:Brachyspiraceae;g:Brachyspira;s:murdochii
Enterobacter_638_uid58727	1	7	4115	2706	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Enterobacter;s:undef
Streptococcus_suis_SC070731_uid193769	1	4	1933	1088	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Streptococcaceae;g:Streptococcus;s:suis
Desulfohalobium_retbaense_DSM_5692_uid59183	1	2	2479	1321	k:Bacteria;p:Proteobacteria;c:Deltaproteobacteria;o:Desulfovibrionales;f:Desulfohalobiaceae;g:Desulfohalobium;s:retbaense
Propionibacterium_acnes_266_uid162059	1	3	2345	1158	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Propionibacteriales;f:Propionibacteriaceae;g:Propionibacterium;s:acnes
Polaromonas_naphthalenivorans_CJ2_uid58273	1	2	4084	2111	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Burkholderiales;f:Comamonadaceae;g:Polaromonas;s:naphthalenivorans
Thermococcus_CL1_uid168259	1	1	2017	891	k:Archaea;p:Euryarchaeota;c:Thermococci;o:Thermococcales;f:Thermococcaceae;g:Thermococcus;s:cleftensis
Shewanella_baltica_OS185_uid58743	1	10	4323	2230	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Alteromonadales;f:Shewanellaceae;g:Shewanella;s:baltica
Hydrogenobacter_thermophilus_TK_6_uid159875	1	1	1869	1105	k:Bacteria;p:Aquificae;c:Aquificae;o:Aquificales;f:Aquificaceae;g:Hydrogenobacter;s:thermophilus
Buchnera_aphidicola_LL01__Acyrthosiphon_pisum__uid158843	1	1	577	522	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Buchnera;s:aphidicola
Chlamydophila_psittaci_02DC15_uid159521	1	1	978	545	k:Bacteria;p:Chlamydiae;c:Chlamydiia;o:Chlamydiales;f:Chlamydiaceae;g:Chlamydia;s:psittaci
Sulfuricurvum_kujiense_DSM_16994_uid60789	1	3	2538	1307	k:Bacteria;p:Proteobacteria;c:Epsilonproteobacteria;o:Campylobacterales;f:Helicobacteraceae;g:Sulfuricurvum;s:kujiense
Methanohalobium_evestigatum_Z_7303_uid49857	1	2	2148	1029	k:Archaea;p:Euryarchaeota;c:Methanomicrobia;o:Methanosarcinales;f:Methanosarcinaceae;g:Methanohalobium;s:evestigatum
Calothrix_PCC_7507_uid182930	1	3	5950	1805	k:Bacteria;p:Cyanobacteria;c:undef;o:Nostocales;f:Rivulariaceae;g:Calothrix;s:undef
Propionibacterium_acnes_HL096PA1_uid198524	1	3	2175	1138	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Propionibacteriales;f:Propionibacteriaceae;g:Propionibacterium;s:acnes
Anaerococcus_prevotii_DSM_20548_uid59219	1	4	1702	960	k:Bacteria;p:Firmicutes;c:Clostridia;o:Clostridiales;f:Peptoniphilaceae;g:Anaerococcus;s:prevotii
Streptomyces_griseus_NBRC_13350_uid58983	1	6	7136	2397	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Streptomycetales;f:Streptomycetaceae;g:Streptomyces;s:griseus
Burkholderia_pseudomallei_MSHR346_uid55259	1	3	4202	1958	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Burkholderiales;f:Burkholderiaceae;g:Burkholderia;s:pseudomallei
uncultured_Sulfuricurvum_RIFRC_1_uid193658	1	4	2358	1193	k:Bacteria;p:Proteobacteria;c:Epsilonproteobacteria;o:Campylobacterales;f:Helicobacteraceae;g:Sulfuricurvum;s:undef
Treponema_pallidum_pertenue_Gauthier_uid87067	1	2	1064	556	k:Bacteria;p:Spirochaetes;c:Spirochaetia;o:Spirochaetales;f:Spirochaetaceae;g:Treponema;s:pallidum
Buchnera_aphidicola_JF99__Acyrthosiphon_pisum__uid158847	1	1	590	533	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Buchnera;s:aphidicola
Microcoleus_PCC_7113_uid183114	1	3	6027	1756	k:Bacteria;p:Cyanobacteria;c:undef;o:Oscillatoriales;f:undef;g:Microcoleus;s:undef
Mycobacterium_indicus_pranii_MTCC_9506_uid175523	1	1	5254	1648	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Corynebacteriales;f:Mycobacteriaceae;g:Mycobacterium;s:indicus
Mycoplasma_gallisepticum_CA06_2006_052_5_2P_uid172630	1	2	763	384	k:Bacteria;p:Tenericutes;c:Mollicutes;o:Mycoplasmatales;f:Mycoplasmataceae;g:Mycoplasma;s:gallisepticum
Chlamydia_muridarum_Nigg_uid57785	1	2	904	539	k:Bacteria;p:Chlamydiae;c:Chlamydiia;o:Chlamydiales;f:Chlamydiaceae;g:Chlamydia;s:muridarum
Ralstonia_pickettii_12D_uid58859	2	3	4591	2336	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Burkholderiales;f:Burkholderiaceae;g:Ralstonia;s:pickettii
Buchnera_aphidicola_APS__Acyrthosiphon_pisum__uid57805	1	1	564	545	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Buchnera;s:aphidicola
Burkholderia_ambifaria_MC40_6_uid58701	3	6	6423	3033	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Burkholderiales;f:Burkholderiaceae;g:Burkholderia;s:ambifaria
Phycisphaera_mikurensis_NBRC_102666_uid157331	1	1	3201	1195	k:Bacteria;p:Planctomycetes;c:Phycisphaerae;o:Phycisphaerales;f:Phycisphaeraceae;g:Phycisphaera;s:mikurensis
Chlamydia_trachomatis_L1_440_LN_uid196783	1	2	892	525	k:Bacteria;p:Chlamydiae;c:Chlamydiia;o:Chlamydiales;f:Chlamydiaceae;g:Chlamydia;s:trachomatis
Streptococcus_equi_4047_uid59259	1	6	2000	1084	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Streptococcaceae;g:Streptococcus;s:equi
Leuconostoc_mesenteroides_J18_uid84337	1	4	1803	1055	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Leuconostocaceae;g:Leuconostoc;s:mesenteroides
Methylobacterium_extorquens_AM1_uid57605	1	5	4947	2070	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhizobiales;f:Methylobacteriaceae;g:Methylobacterium;s:extorquens
Chlorobium_tepidum_TLS_uid57897	1	2	2245	1129	k:Bacteria;p:Chlorobi;c:Chlorobia;o:Chlorobiales;f:Chlorobiaceae;g:Chlorobaculum;s:tepidum
Streptococcus_pneumoniae_670_6B_uid52533	1	4	2352	1169	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Streptococcaceae;g:Streptococcus;s:pneumoniae
Taylorella_equigenitalis_ATCC_35865_uid170255	1	3	1542	1025	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Burkholderiales;f:Alcaligenaceae;g:Taylorella;s:equigenitalis
Delftia_Cs1_4_uid67319	1	5	5861	2775	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Burkholderiales;f:Comamonadaceae;g:Delftia;s:undef
Haloarcula_hispanica_ATCC_33960_uid72475	2	3	3497	1288	k:Archaea;p:Euryarchaeota;c:Halobacteria;o:Halobacteriales;f:Halobacteriaceae;g:Haloarcula;s:hispanica
Candidatus_Phytoplasma_australiense_uid61641	1	2	684	328	k:Bacteria;p:Tenericutes;c:Mollicutes;o:Acholeplasmatales;f:Acholeplasmataceae;g:Phytoplasma;s:australiense
Streptococcus_equi_zooepidemicus_uid59261	1	5	1869	1089	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Streptococcaceae;g:Streptococcus;s:equi
Caldicellulosiruptor_owensensis_OL_uid60165	1	3	2147	1144	k:Bacteria;p:Firmicutes;c:Clostridia;o:Thermoanaerobacterales;f:Thermoanaerobacterales;g:Caldicellulosiruptor;s:owensensis
Clostridium_perfringens_SM101_uid58117	1	10	2546	1239	k:Bacteria;p:Firmicutes;c:Clostridia;o:Clostridiales;f:Clostridiaceae;g:Clostridium;s:perfringens
Blattabacterium__Mastotermes_darwiniensis__MADAR_uid77127	1	1	537	444	k:Bacteria;p:Bacteroidetes;c:Flavobacteriia;o:Flavobacteriales;f:Blattabacteriaceae;g:Blattabacterium;s:undef
Blattabacterium__Blaberus_giganteus__uid165873	1	1	572	474	k:Bacteria;p:Bacteroidetes;c:Flavobacteriia;o:Flavobacteriales;f:Blattabacteriaceae;g:Blattabacterium;s:undef
Burkholderia_rhizoxinica_HKI_454_uid60487	1	3	2883	1349	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Burkholderiales;f:Burkholderiaceae;g:Burkholderia;s:rhizoxinica
Xylella_fastidiosa_9a5c_uid57849	1	2	2766	1267	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Xanthomonadales;f:Xanthomonadaceae;g:Xylella;s:fastidiosa
Bacillus_thuringiensis_serovar_kurstaki_HD73_uid189188	1	12	5892	2198	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Bacillaceae;g:Bacillus;s:thuringiensis
Candidatus_Azobacteroides_pseudotrichonymphae_genomovar__CFP2_uid59163	1	2	758	587	k:Bacteria;p:Bacteroidetes;c:Bacteroidia;o:Bacteroidales;f:undef;g:Azobacteroides;s:pseudotrichonymphae
Roseiflexus_castenholzii_DSM_13941_uid58287	1	2	4330	1730	k:Bacteria;p:Chloroflexi;c:Chloroflexia;o:Chloroflexales;f:Roseiflexaceae;g:Roseiflexus;s:castenholzii
Rhodopseudomonas_palustris_HaA2_uid58439	1	1	4683	2299	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhizobiales;f:Bradyrhizobiaceae;g:Rhodopseudomonas;s:palustris
Lactobacillus_rhamnosus_GG_uid59313	1	5	2913	1385	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Lactobacillaceae;g:Lactobacillus;s:rhamnosus
Methylobacterium_chloromethanicum_CM4_uid58933	1	5	5173	2070	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhizobiales;f:Methylobacteriaceae;g:Methylobacterium;s:extorquens
Pseudomonas_aeruginosa_DK2_uid168996	1	4	5883	2970	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Pseudomonadales;f:Pseudomonadaceae;g:Pseudomonas;s:aeruginosa
Rhodococcus_equi_103S_uid60171	1	4	4512	1818	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Corynebacteriales;f:Nocardiaceae;g:Rhodococcus;s:equi
Streptococcus_suis_D12_uid162127	1	4	2078	1074	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Streptococcaceae;g:Streptococcus;s:suis
Cardinium_endosymbiont_cEper1_of_Encarsia_pergandiella_uid175524	1	1	838	409	k:Bacteria;p:Bacteroidetes;c:Cytophagia;o:Cytophagales;f:Amoebophilaceae;g:Cardinium;s:endosymbiont
Streptococcus_dysgalactiae_equisimilis_AC_2713_uid178644	1	5	2214	1117	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Streptococcaceae;g:Streptococcus;s:dysgalactiae
Salmonella_enterica_serovar_Typhimurium_14028S_uid86059	1	7	5315	2842	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Salmonella;s:enterica
Burkholderia_gladioli_BSR3_uid66301	2	5	6705	3041	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Burkholderiales;f:Burkholderiaceae;g:Burkholderia;s:gladioli
Burkholderia_cepacia_GG4_uid173858	2	2	5825	2667	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Burkholderiales;f:Burkholderiaceae;g:Burkholderia;s:cepacia
Pectobacterium_carotovorum_PCC21_uid174335	1	7	4259	2602	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Pectobacterium;s:carotovorum
Brucella_canis_HSK_A52141_uid83613	2	3	3280	1724	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhizobiales;f:Brucellaceae;g:Brucella;s:canis
Desulfurococcus_fermentans_DSM_16532_uid75119	1	1	1421	726	k:Archaea;p:Crenarchaeota;c:Thermoprotei;o:Desulfurococcales;f:Desulfurococcaceae;g:Desulfurococcus;s:fermentans
Natronomonas_moolapensis_8_8_11_uid190182	1	1	2749	1097	k:Archaea;p:Euryarchaeota;c:Halobacteria;o:Halobacteriales;f:Halobacteriaceae;g:Natronomonas;s:moolapensis
Dehalogenimonas_lykanthroporepellens_BL_DC_9_uid48131	1	1	1659	846	k:Bacteria;p:Chloroflexi;c:Dehalococcoidia;o:undef;f:undef;g:Dehalogenimonas;s:lykanthroporepellens
Helicobacter_pylori_SNT49_uid159615	1	2	1515	905	k:Bacteria;p:Proteobacteria;c:Epsilonproteobacteria;o:Campylobacterales;f:Helicobacteraceae;g:Helicobacter;s:pylori
Rhodopseudomonas_palustris_DX_1_uid43327	1	2	4917	2247	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhizobiales;f:Bradyrhizobiaceae;g:Rhodopseudomonas;s:palustris
Coxiella_burnetii_CbuG_Q212_uid58893	1	1	1864	955	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Legionellales;f:Coxiellaceae;g:Coxiella;s:burnetii
Methylocystis_SC2_uid174072	1	1	3666	1547	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhizobiales;f:Methylocystaceae;g:Methylocystis;s:undef
Lactococcus_lactis_KF147_uid42831	1	6	2444	1266	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Streptococcaceae;g:Lactococcus;s:lactis
Pyrobaculum_aerophilum_IM2_uid57727	1	2	2602	1017	k:Archaea;p:Crenarchaeota;c:Thermoprotei;o:Thermoproteales;f:Thermoproteaceae;g:Pyrobaculum;s:aerophilum
Neisseria_meningitidis_053442_uid58587	1	4	2020	1178	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Neisseriales;f:Neisseriaceae;g:Neisseria;s:meningitidis
Sulfolobus_acidocaldarius_DSM_639_uid58379	1	1	2224	1003	k:Archaea;p:Crenarchaeota;c:Thermoprotei;o:Sulfolobales;f:Sulfolobaceae;g:Sulfolobus;s:acidocaldarius
Sebaldella_termitidis_ATCC_33386_uid41865	1	4	4083	1564	k:Bacteria;p:Fusobacteria;c:Fusobacteriia;o:Fusobacteriales;f:Leptotrichiaceae;g:Sebaldella;s:termitidis
Bacteroides_salanitronis_DSM_18170_uid63269	1	6	3553	1106	k:Bacteria;p:Bacteroidetes;c:Bacteroidia;o:Bacteroidales;f:Bacteroidaceae;g:Bacteroides;s:salanitronis
Bifidobacterium_thermophilum_RBL67_uid193770	1	4	1845	878	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Bifidobacteriales;f:Bifidobacteriaceae;g:Bifidobacterium;s:thermophilum
Corynebacterium_ulcerans_BR_AD22_uid68291	1	4	2334	1168	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Corynebacteriales;f:Corynebacteriaceae;g:Corynebacterium;s:ulcerans
Bartonella_henselae_Houston_1_uid57745	1	2	1488	895	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhizobiales;f:Bartonellaceae;g:Bartonella;s:henselae
Lactococcus_lactis_IO_1_uid192185	1	6	2224	1158	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Streptococcaceae;g:Lactococcus;s:lactis
Pasteurella_multocida_3480_uid161955	1	6	2223	1544	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Pasteurellales;f:Pasteurellaceae;g:Pasteurella;s:multocida
Haliscomenobacter_hydrossis_DSM_1100_uid66777	1	2	6451	1745	k:Bacteria;p:Bacteroidetes;c:Sphingobacteriia;o:Sphingobacteriales;f:Saprospiraceae;g:Haliscomenobacter;s:hydrossis
Clostridium_botulinum_E3_Alaska_E43_uid59157	1	11	3257	1522	k:Bacteria;p:Firmicutes;c:Clostridia;o:Clostridiales;f:Clostridiaceae;g:Clostridium;s:botulinum
Clostridium_perfringens_ATCC_13124_uid57901	1	8	2876	1369	k:Bacteria;p:Firmicutes;c:Clostridia;o:Clostridiales;f:Clostridiaceae;g:Clostridium;s:perfringens
Vibrio_furnissii_NCTC_11218_uid82347	2	7	4455	2567	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Vibrionales;f:Vibrionaceae;g:Vibrio;s:furnissii
Bacillus_thuringiensis_Al_Hakam_uid58795	1	14	4736	2499	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Bacillaceae;g:Bacillus;s:thuringiensis
Pseudomonas_mendocina_NK_01_uid66299	1	4	4958	2584	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Pseudomonadales;f:Pseudomonadaceae;g:Pseudomonas;s:mendocina
Mycoplasma_gallisepticum_NY01_2001_047_5_1P_uid172627	1	2	760	384	k:Bacteria;p:Tenericutes;c:Mollicutes;o:Mycoplasmatales;f:Mycoplasmataceae;g:Mycoplasma;s:gallisepticum
Mycobacterium_tuberculosis_Beijing_NITR203_uid197218	1	1	4110	1517	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Corynebacteriales;f:Mycobacteriaceae;g:Mycobacterium;s:tuberculosis
Yersinia_enterocolitica_8081_uid57741	1	7	3978	2615	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Yersinia;s:enterocolitica
Thermococcus_barophilus_MP_uid54733	1	1	2207	1056	k:Archaea;p:Euryarchaeota;c:Thermococci;o:Thermococcales;f:Thermococcaceae;g:Thermococcus;s:barophilus
Synechococcus_WH_8102_uid61581	1	2	2519	1212	k:Bacteria;p:Cyanobacteria;c:undef;o:Chroococcales;f:undef;g:Synechococcus;s:undef
Roseiflexus_RS_1_uid58523	1	2	4517	1692	k:Bacteria;p:Chloroflexi;c:Chloroflexia;o:Chloroflexales;f:Roseiflexaceae;g:Roseiflexus;s:undef
Rickettsia_prowazekii_Dachau_uid158057	1	1	839	598	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rickettsiales;f:Rickettsiaceae;g:Rickettsia;s:prowazekii
Thermotoga_thermarum_DSM_5069_uid68449	1	1	1945	1115	k:Bacteria;p:Thermotogae;c:Thermotogae;o:Thermotogales;f:Thermotogaceae;g:Pseudothermotoga;s:thermarum
Herbaspirillum_seropedicae_SmR1_uid50427	1	3	4735	2497	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Burkholderiales;f:Oxalobacteraceae;g:Herbaspirillum;s:seropedicae
Mycoplasma_genitalium_G37_uid57707	1	1	475	340	k:Bacteria;p:Tenericutes;c:Mollicutes;o:Mycoplasmatales;f:Mycoplasmataceae;g:Mycoplasma;s:genitalium
Acidovorax_avenae_ATCC_19860_uid42497	1	3	4737	2390	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Burkholderiales;f:Comamonadaceae;g:Acidovorax;s:avenae
Prochlorococcus_marinus_MIT_9313_uid57773	1	2	2269	1126	k:Bacteria;p:Cyanobacteria;c:undef;o:Prochlorales;f:Prochlorococcaceae;g:Prochlorococcus;s:marinus
Acidimicrobidae_bacterium_YM16_304_uid193703	1	2	4291	1504	k:Bacteria;p:Actinobacteria;c:Acidimicrobiia;o:Acidimicrobiales;f:Acidimicrobiaceae;g:Ilumatobacter;s:coccineus
Helicobacter_pylori_83_uid161153	1	2	1609	916	k:Bacteria;p:Proteobacteria;c:Epsilonproteobacteria;o:Campylobacterales;f:Helicobacteraceae;g:Helicobacter;s:pylori
Desulfurobacterium_thermolithotrophum_DSM_11699_uid63405	1	2	1509	956	k:Bacteria;p:Aquificae;c:Aquificae;o:Desulfurobacteriales;f:Desulfurobacteriaceae;g:Desulfurobacterium;s:thermolithotrophum
Bacillus_cereus_G9842_uid58759	1	13	5488	2365	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Bacillaceae;g:Bacillus;s:cereus
Haemophilus_somnus_129PT_uid57929	1	5	1792	1300	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Pasteurellales;f:Pasteurellaceae;g:Histophilus;s:somni
Beutenbergia_cavernae_DSM_12333_uid59047	1	2	4197	1713	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Micrococcales;f:Beutenbergiaceae;g:Beutenbergia;s:cavernae
Methanococcus_maripaludis_C6_uid58947	1	3	1826	1023	k:Archaea;p:Euryarchaeota;c:Methanococci;o:Methanococcales;f:Methanococcaceae;g:Methanococcus;s:maripaludis
Thermotoga_lettingae_TMO_uid58419	1	1	2040	1268	k:Bacteria;p:Thermotogae;c:Thermotogae;o:Thermotogales;f:Thermotogaceae;g:Pseudothermotoga;s:lettingae
Chlamydia_trachomatis_uid196789	1	2	890	526	k:Bacteria;p:Chlamydiae;c:Chlamydiia;o:Chlamydiales;f:Chlamydiaceae;g:Chlamydia;s:trachomatis
Clostridium_botulinum_Ba4_657_uid59173	1	9	3690	1582	k:Bacteria;p:Firmicutes;c:Clostridia;o:Clostridiales;f:Clostridiaceae;g:Clostridium;s:botulinum
Alkalilimnicola_ehrlichii_MLHE_1_uid58467	1	2	2865	1699	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Chromatiales;f:Ectothiorhodospiraceae;g:Alkalilimnicola;s:ehrlichii
Helicobacter_pylori_P12_uid59327	1	2	1568	942	k:Bacteria;p:Proteobacteria;c:Epsilonproteobacteria;o:Campylobacterales;f:Helicobacteraceae;g:Helicobacter;s:pylori
Helicobacter_pylori_OK310_uid193716	1	2	1491	903	k:Bacteria;p:Proteobacteria;c:Epsilonproteobacteria;o:Campylobacterales;f:Helicobacteraceae;g:Helicobacter;s:pylori
Sphaerobacter_thermophilus_DSM_20745_uid41997	2	2	3485	1556	k:Bacteria;p:Chloroflexi;c:Thermomicrobia;o:Sphaerobacterales;f:Sphaerobacteraceae;g:Sphaerobacter;s:thermophilus
Chlamydia_trachomatis_G_11222_uid161361	1	2	927	527	k:Bacteria;p:Chlamydiae;c:Chlamydiia;o:Chlamydiales;f:Chlamydiaceae;g:Chlamydia;s:trachomatis
Mycoplasma_genitalium_M6282_uid173371	1	1	484	317	k:Bacteria;p:Tenericutes;c:Mollicutes;o:Mycoplasmatales;f:Mycoplasmataceae;g:Mycoplasma;s:genitalium
Streptomyces_scabiei_87_22_uid46531	1	6	8746	2579	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Streptomycetales;f:Streptomycetaceae;g:Streptomyces;s:scabiei
Halanaerobium_praevalens_DSM_2228_uid161959	1	4	2068	1188	k:Bacteria;p:Firmicutes;c:Clostridia;o:Halanaerobiales;f:Halanaerobiaceae;g:Halanaerobium;s:praevalens
Idiomarina_loihiensis_L2TR_uid58087	1	4	2628	1570	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Alteromonadales;f:Idiomarinaceae;g:Idiomarina;s:loihiensis
Pseudomonas_aeruginosa_M18_uid162089	1	4	5684	2910	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Pseudomonadales;f:Pseudomonadaceae;g:Pseudomonas;s:aeruginosa
Burkholderia_mallei_NCTC_10229_uid58383	2	4	5509	2548	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Burkholderiales;f:Burkholderiaceae;g:Burkholderia;s:mallei
Mycoplasma_gallisepticum_R_low__uid57993	1	2	763	388	k:Bacteria;p:Tenericutes;c:Mollicutes;o:Mycoplasmatales;f:Mycoplasmataceae;g:Mycoplasma;s:gallisepticum
Burkholderia_xenovorans_LB400_uid57823	3	6	8702	3942	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Burkholderiales;f:Burkholderiaceae;g:Burkholderia;s:xenovorans
Corynebacterium_jeikeium_K411_uid58399	1	3	2104	1096	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Corynebacteriales;f:Corynebacteriaceae;g:Corynebacterium;s:jeikeium
Corynebacterium_pseudotuberculosis_C231_uid159675	1	4	2091	1099	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Corynebacteriales;f:Corynebacteriaceae;g:Corynebacterium;s:pseudotuberculosis
Paenibacillus_polymyxa_M1_uid162159	1	14	5069	1293	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Paenibacillaceae;g:Paenibacillus;s:polymyxa
Thermobacillus_composti_KWC4_uid74021	1	5	3709	1719	k:Bacteria;p:Firmicutes;c:Bacilli;o:Bacillales;f:Paenibacillaceae;g:Thermobacillus;s:composti
Vibrio_cholerae_IEC224_uid89389	2	8	3664	2218	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Vibrionales;f:Vibrionaceae;g:Vibrio;s:cholerae
Methanosarcina_mazei_Go1_uid57893	1	3	3368	1466	k:Archaea;p:Euryarchaeota;c:Methanomicrobia;o:Methanosarcinales;f:Methanosarcinaceae;g:Methanosarcina;s:mazei
Corynebacterium_pseudotuberculosis_42_02_A_uid159669	1	4	2051	1110	k:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Corynebacteriales;f:Corynebacteriaceae;g:Corynebacterium;s:pseudotuberculosis
Bacteroides_vulgatus_ATCC_8482_uid58253	1	7	4066	1387	k:Bacteria;p:Bacteroidetes;c:Bacteroidia;o:Bacteroidales;f:Bacteroidaceae;g:Bacteroides;s:vulgatus
Streptococcus_pneumoniae_SPN994039_uid197188	1	4	1819	1073	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Streptococcaceae;g:Streptococcus;s:pneumoniae
Capnocytophaga_canimorsus_Cc5_uid70727	1	3	2404	910	k:Bacteria;p:Bacteroidetes;c:Flavobacteriia;o:Flavobacteriales;f:Flavobacteriaceae;g:Capnocytophaga;s:canimorsus
Hyphomonas_neptunium_ATCC_15444_uid58433	1	1	3505	1563	k:Bacteria;p:Proteobacteria;c:Alphaproteobacteria;o:Rhodobacterales;f:Hyphomonadaceae;g:Hyphomonas;s:neptunium
Streptococcus_pyogenes_A20_uid178106	1	6	1828	1012	k:Bacteria;p:Firmicutes;c:Bacilli;o:Lactobacillales;f:Streptococcaceae;g:Streptococcus;s:pyogenes
Nitrosomonas_AL212_uid55727	1	1	2832	1354	k:Bacteria;p:Proteobacteria;c:Betaproteobacteria;o:Nitrosomonadales;f:Nitrosomonadaceae;g:Nitrosomonas;s:undef
Salmonella_enterica_serovar_Typhimurium_SL1344_uid86645	1	7	4446	2856	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Enterobacteriales;f:Enterobacteriaceae;g:Salmonella;s:enterica
Actinobacillus_pleuropneumoniae_serovar_5b_L20_uid58789	1	3	2013	1534	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Pasteurellales;f:Pasteurellaceae;g:Actinobacillus;s:pleuropneumoniae
Halanaerobium_hydrogeniformans_uid60191	1	4	2295	1268	k:Bacteria;p:Firmicutes;c:Clostridia;o:Halanaerobiales;f:Halanaerobiaceae;g:Halanaerobium;s:hydrogeniformans
Shewanella_violacea_DSS12_uid47085	1	14	4346	2104	k:Bacteria;p:Proteobacteria;c:Gammaproteobacteria;o:Alteromonadales;f:Shewanellaceae;g:Shewanella;s:violacea
