YP_687595.1	K12524
YP_690254.1	K14170
YP_690255.1	K05809
YP_690256.1
YP_690257.1	K03837
YP_690258.1	K01752
YP_690259.1	K01146
YP_690260.1	K00048
YP_690261.1	K01628
YP_690262.1	K02429
YP_690263.1	K01818
YP_690264.1	K02431
YP_690265.1	K02430
YP_690266.1	K06968
YP_690267.1
YP_690268.1	K03566
YP_690269.1
YP_690270.1	K01766
YP_690271.1	K02426
YP_690272.1
YP_690273.1	K08304
YP_690274.1	K01448
YP_690275.1	K14682
YP_690276.1	K03581
YP_690277.1	K03582
YP_690278.1	K01407
YP_690279.1	K03583
YP_690280.1	K02681
YP_690281.1
YP_690282.1	K02680
YP_690283.1	K00560
YP_690284.1	K13292
YP_690285.1	K08484
YP_690286.1	K08311
YP_690287.1	K03573
YP_690288.1
YP_690289.1
YP_690290.1
YP_690291.1	K08227
YP_690292.1	K05939
YP_690293.1	K02529
YP_690294.1	K01586
YP_690295.1
YP_690296.1
YP_690297.1	K02100
YP_690298.1	K00065
YP_690299.1	K01815
YP_690300.1	K00626
YP_690301.1	K07483
YP_690302.1
YP_690303.1
YP_690304.1	K12943
YP_690305.1
YP_690306.1	K07480
YP_690307.1	K00087
YP_690308.1	K13479
YP_690309.1	K13480
YP_690310.1
YP_690311.1	K07480
YP_690312.1
YP_690313.1	K01823
YP_690314.1	K04567
YP_690315.1	K07462
YP_690316.1	K03981
YP_690317.1	K04763
YP_690318.1	K03840
YP_690319.1
YP_690320.1	K09159
YP_690321.1	K06980
YP_690322.1	K11068
YP_690323.1	K09900
YP_690324.1	K01223
YP_690325.1	K00281
YP_690326.1	K02437
YP_690327.1	K00605
YP_690328.1
YP_690329.1	K03185
YP_690330.1	K01262
YP_690331.1	K09895
YP_690332.1	K09888
YP_690333.2	K01934
YP_690334.1	K00058
YP_690335.1	K01807
YP_690336.1	K05596
YP_690337.1	K01847
YP_690338.1	K07588
YP_690339.1	K11264
YP_690340.1
YP_690341.1
YP_690342.1	K09807
YP_690343.1	K06895
YP_690344.1	K03442
YP_690345.2	K01624
YP_690346.1	K00927
YP_690347.1	K03472
YP_690348.1	K06934
YP_690349.1	K16923
YP_690350.1	K16785
YP_690351.1	K16785
YP_690352.1	K16786
YP_690353.1	K16787
YP_690354.1	K02173
YP_690355.1
YP_690356.1
YP_690357.1
YP_690358.1	K07480
YP_690359.1
YP_690360.1
YP_690361.1	K00615
YP_690362.1	K07387
YP_690363.1	K01480
YP_690364.1
YP_690365.1	K07480
YP_690366.1
YP_690367.1	K01585
YP_690368.1
YP_690369.1
YP_690370.1	K00789
YP_690371.1	K08137
YP_690372.1	K02742
YP_690373.1	K01150
YP_690374.1	K09761
YP_690375.1	K01920
YP_690376.1	K07735
YP_690377.1	K07447
YP_690378.1	K02669
YP_690379.1	K06997
YP_690380.1	K02221
YP_690381.1	K09131
YP_690382.1	K02428
YP_690383.1	K02495
YP_690384.1
YP_690385.1
YP_690386.1
YP_690387.1
YP_690388.1
YP_690389.1	K01424
YP_690390.1
YP_690391.1	K09923
YP_690392.1	K03439
YP_690393.1	K03575
YP_690394.1
YP_690395.1
YP_690396.1	K08306
YP_690397.1	K03289
YP_690398.1	K01581
YP_690399.1	K07150
YP_690400.1
YP_690401.1	K07480
YP_690402.1
YP_690403.1	K02550
YP_690404.1	K01638
YP_690405.1	K11477
YP_690406.1	K11474
YP_690407.1
YP_690408.1
YP_690409.1
YP_690410.1	K07480
YP_690411.1	K01460
YP_690412.1	K11209
YP_690413.1	K04653
YP_690414.1	K04651
YP_690415.1
YP_690416.1	K08567
YP_690417.1	K06281
YP_690418.1
YP_690419.1
YP_690420.1	K06282
YP_690421.1
YP_690422.1	K01061
YP_690423.1
YP_690424.1
YP_690425.1	K00540
YP_690426.1	K03559
YP_690427.1	K03561
YP_690428.1	K01760
YP_690429.1
YP_690430.1	K08325
YP_690431.1	K06221
YP_690432.1
YP_690433.1
YP_690434.1	K04753
YP_690435.1	K00655
YP_690436.1	K02621
YP_690437.1	K07471
YP_690438.1
YP_690439.1	K07666
YP_690440.1	K07645
YP_690441.1	K03923
YP_690442.1
YP_690443.1	K02622
YP_690444.1	K07000
YP_690445.1	K03651
YP_690446.1	K09920
YP_690447.1	K01515
YP_690448.1	K12340
YP_690449.1
YP_690450.1
YP_690451.1
YP_690452.1	K07238
YP_690453.1	K02858
YP_690454.1	K09806
YP_690455.1
YP_690456.2
YP_690457.1
YP_690458.1	K07480
YP_690459.1	K03272
YP_690460.1	K00982
YP_690461.1
YP_690462.1	K07184
YP_690463.1	K00974
YP_690464.1	K06153
YP_690465.1	K01633
YP_690466.1	K08591
YP_690467.1
YP_690468.1	K03779
YP_690469.1	K03780
YP_690470.1	K11106
YP_690471.1	K01409
YP_690472.1	K02970
YP_690473.1	K02316
YP_690474.1	K03086
YP_690475.1
YP_690476.1	K03649
YP_690477.1
YP_690478.1	K09251
YP_690479.1	K12113
YP_690480.1	K12111
YP_690481.1	K12112
YP_690482.1
YP_690483.1	K00219
YP_690484.1
YP_690485.1
YP_690486.1	K11391
YP_690487.1	K07043
YP_690488.1
YP_690489.1
YP_690490.1
YP_690491.1	K07862
YP_690492.1
YP_690493.1	K01685
YP_690494.1	K01812
YP_690495.1	K08191
YP_690496.1
YP_690497.1
YP_690498.1	K07480
YP_690499.1
YP_690500.1
YP_690501.1
YP_690502.1
YP_690503.1
YP_690504.1
YP_690505.1
YP_690506.1	K15977
YP_690507.1	K07393
YP_690508.1
YP_690509.1
YP_690510.1	K06911
YP_690511.1
YP_690512.1
YP_690513.1
YP_690514.1	K01752
YP_690515.1	K07567
YP_690516.1	K00656
YP_690517.2	K00932
YP_690518.1	K03838
YP_690519.1	K01754
YP_690520.1	K07592
YP_690521.1	K07591
YP_690522.1
YP_690523.1
YP_690524.1
YP_690525.1	K00865
YP_690526.1	K00042
YP_690527.1	K01630
YP_690528.1	K12299
YP_690529.1	K07480
YP_690530.1
YP_690531.1
YP_690532.1
YP_690533.1
YP_690534.1
YP_690535.1	K07056
YP_690536.1	K07121
YP_690537.1	K07460
YP_690538.1	K12961
YP_690539.1
YP_690540.1	K07089
YP_690541.1
YP_690542.1	K05520
YP_690543.1	K09979
YP_690544.1	K07461
YP_690545.1	K03824
YP_690546.1
YP_690547.1	K08303
YP_690548.1
YP_690549.1
YP_690550.1	K03835
YP_690551.1	K05592
YP_690552.1	K05803
YP_690553.1	K00962
YP_690554.1	K02956
YP_690555.1	K03177
YP_690556.1	K02834
YP_690557.1	K02519
YP_690558.1	K02600
YP_690559.1	K09748
YP_690560.1	K01940
YP_690561.2	K03075
YP_690562.1	K03431
YP_690563.1	K00796
YP_690564.1	K03798
YP_690565.1	K02427
YP_690566.1	K07574
YP_690567.1	K03624
YP_690568.1	K07259
YP_690569.1	K03979
YP_690570.1
YP_690571.1	K02899
YP_690572.1	K02888
YP_690573.1	K02523
YP_690574.1	K07724
YP_690575.1	K00790
YP_690576.1
YP_690577.1	K07122
YP_690578.1	K07323
YP_690579.1	K02067
YP_690580.1	K02066
YP_690581.1	K02065
YP_690582.1	K07301
YP_690583.1	K06041
YP_690584.1	K03270
YP_690585.1	K11719
YP_690586.1	K09774
YP_690587.1	K06861
YP_690588.1	K03092
YP_690589.1	K05808
YP_690590.1	K02806
YP_690591.1	K06958
YP_690592.1	K08485
YP_690593.1
YP_690594.1
YP_690595.1	K07648
YP_690596.1	K07139
YP_690597.1	K00265
YP_690598.1	K00266
YP_690599.1
YP_690600.1
YP_690601.1
YP_690602.1	K00885
YP_690603.1	K01788
YP_690604.1	K03290
YP_690605.1	K01639
YP_690606.1
YP_690607.1
YP_690608.1	K07480
YP_690609.1	K03326
YP_690610.1	K03600
YP_690611.1	K03599
YP_690612.1	K02996
YP_690613.2	K02871
YP_690614.1	K06916
YP_690615.1	K09908
YP_690616.1	K04772
YP_690617.1	K04691
YP_690618.1	K00024
YP_690619.1	K03402
YP_690620.1
YP_690621.1	K03623
YP_690622.1	K03468
YP_690623.1	K15548
YP_690624.2
YP_690625.1
YP_690626.1	K03568
YP_690627.1
YP_690628.1	K08301
YP_690629.1	K06287
YP_690630.1	K03571
YP_690631.1	K03570
YP_690632.2	K03569
YP_690633.1
YP_690634.1
YP_690635.1	K02160
YP_690636.1	K01961
YP_690637.1
YP_690638.1	K14392
YP_690639.1	K02687
YP_690640.1	K05540
YP_690641.1	K03557
YP_690642.1	K07319
YP_690643.1	K07480
YP_690644.1
YP_690645.1	K09969
YP_690646.1	K09971
YP_690647.1	K09972
YP_690648.1
YP_690649.1
YP_690650.1	K00014
YP_690651.1	K07566
YP_690652.1	K03747
YP_690653.1	K04096
YP_690654.1	K01462
YP_690655.1	K00604
YP_690656.1	K03500
YP_690657.1	K03499
YP_690658.1
YP_690659.1
YP_690660.1
YP_690661.1
YP_690662.1	K02879
YP_690663.1	K03040
YP_690664.1	K02986
YP_690665.1	K02948
YP_690666.1	K02952
YP_690667.1	K02919
YP_690668.1	K03076
YP_690669.1	K02876
YP_690670.1	K02907
YP_690671.1	K02988
YP_690672.1	K02881
YP_690673.1	K02933
YP_690674.1	K02994
YP_690675.1	K02954
YP_690676.1	K02931
YP_690677.1	K02895
YP_690678.1	K02874
YP_690679.1	K02961
YP_690680.1	K02904
YP_690681.1	K02878
YP_690682.1	K02982
YP_690683.1	K02890
YP_690684.1	K02886
YP_690685.1	K02892
YP_690686.1	K02926
YP_690687.1	K02906
YP_690688.1	K02946
YP_690689.1	K02506
YP_690690.1	K03594
YP_690691.1	K02192
YP_690692.1	K02358
YP_690693.1	K02355
YP_690694.1	K02992
YP_690695.1	K02950
YP_690696.1	K07237
YP_690697.1	K07236
YP_690698.1	K07235
YP_690699.1
YP_690700.1	K03772
YP_690701.1	K03745
YP_690702.1	K03775
YP_690703.1	K07070
YP_690704.1	K11747
YP_690705.1	K11748
YP_690706.1	K06158
YP_690707.1	K07019
YP_690708.1	K09898
YP_690709.1	K00855
YP_690710.1	K07397
YP_690711.1	K10914
YP_690712.1
YP_690713.1	K00821
YP_690714.1	K01664
YP_690715.1	K04095
YP_690716.1
YP_690717.1	K03767
YP_690718.1	K06141
YP_690719.1	K00362
YP_690720.1	K00363
YP_690721.1	K02598
YP_690722.1	K02302
YP_690723.1
YP_690724.1	K10708
YP_690725.1	K10709
YP_690726.1	K10710
YP_690727.1	K10711
YP_690728.1
YP_690729.1
YP_690730.1
YP_690731.1	K07048
YP_690732.1
YP_690733.1
YP_690734.1
YP_690735.1
YP_690736.1	K01867
YP_690737.1	K01091
YP_690738.1	K01783
YP_690739.1	K06223
YP_690740.1	K03112
YP_690741.1	K01735
YP_690742.2	K00891
YP_690743.2	K02507
YP_690744.1	K12291
YP_690745.1	K12290
YP_690746.1	K12289
YP_690747.1	K12288
YP_690748.1	K05366
YP_690749.1	K08312
YP_690750.1
YP_690751.1	K07025
YP_690752.1	K04762
YP_690753.1	K04083
YP_690754.1
YP_690755.1	K01610
YP_690756.1	K07638
YP_690757.1	K07659
YP_690758.1	K04760
YP_690759.1	K06959
YP_690760.1	K04758
YP_690761.1	K04759
YP_690762.1	K07490
YP_690763.1
YP_690764.1
YP_690765.1
YP_690766.1	K07171
YP_690767.1	K02170
YP_690768.1
YP_690769.1	K07400
YP_690770.1	K06155
YP_690771.1	K00705
YP_690772.1	K00688
YP_690773.1	K03556
YP_690774.1	K01974
YP_690775.1	K14415
YP_690776.1	K14414
YP_690777.1	K02444
YP_690778.1	K02441
YP_690779.1	K02439
YP_690780.1	K00111
YP_690781.1
YP_690782.1
YP_690783.1
YP_690784.1	K00688
YP_690785.1	K00703
YP_690786.1	K00975
YP_690787.1	K02438
YP_690788.1	K00700
YP_690789.1	K00133
YP_690790.1
YP_690791.1	K00851
YP_690792.1	K06145
YP_690793.1	K06911
YP_690794.1
YP_690795.1	K03825
YP_690796.1	K00681
YP_690797.1
YP_690798.1	K01126
YP_690799.1	K05815
YP_690800.1	K05814
YP_690801.1	K05813
YP_690802.1	K01996
YP_690803.1	K01995
YP_690804.1	K01998
YP_690805.1	K01997
YP_690806.1	K01999
YP_690807.1
YP_690808.1	K01999
YP_690809.1	K03089
YP_690810.1	K09811
YP_690811.1	K09812
YP_690812.1	K08316
YP_690813.1	K08993
YP_690814.1
YP_690815.1
YP_690816.1	K01534
YP_690817.1	K04085
YP_690818.1	K09125
YP_690819.1
YP_690820.2
YP_690821.1
YP_690822.1	K06133
YP_690823.1	K15584
YP_690824.1	K15585
YP_690825.1	K15586
YP_690826.1	K15587
YP_690827.1	K10824
YP_690828.1	K07722
YP_690829.1
YP_690830.1	K09686
YP_690831.1	K13926
YP_690832.1	K01993
YP_690833.1
YP_690834.1
YP_690835.1
YP_690836.1
YP_690837.1
YP_690838.1
YP_690839.1
YP_690840.1
YP_690841.2
YP_690842.1
YP_690843.1
YP_690844.1	K13009
YP_690845.1
YP_690846.1	K07480
YP_690847.1
YP_690848.1	K07007
YP_690849.1	K16322
YP_690850.1	K06144
YP_690851.1	K06149
YP_690852.1	K15984
YP_690853.1	K01414
YP_690854.1	K07115
YP_690855.1	K00383
YP_690856.1	K03892
YP_690857.1	K03893
YP_690858.1	K00537
YP_690859.1
YP_690860.1	K07480
YP_690861.1	K07089
YP_690862.1
YP_690863.1	K07285
YP_690864.1
YP_690865.1
YP_690866.1
YP_690867.1
YP_690868.1
YP_690869.1	K07480
YP_690870.1	K07483
YP_690871.1	K07497
YP_690872.1	K03704
YP_690873.1	K07726
YP_690874.1
YP_690875.1	K00090
YP_690876.1
YP_690877.1	K08351
YP_690878.1	K03826
YP_690879.2	K01246
YP_690880.1
YP_690881.1	K08177
YP_690882.1	K12975
YP_690883.1	K12368
YP_690884.1	K12369
YP_690885.1	K12371
YP_690886.1	K12372
YP_690887.1
YP_690888.1
YP_690889.1
YP_690890.1	K07480
YP_690891.1
YP_690892.1
YP_690893.1
YP_690894.1	K01179
YP_690895.2
YP_690896.1	K11103
YP_690897.1
YP_690898.1	K00874
YP_690899.1
YP_690900.1	K07290
YP_690901.1
YP_690902.1	K07058
YP_690903.1
YP_690904.1
YP_690905.1
YP_690906.1	K01194
YP_690907.1
YP_690908.1	K07480
YP_690909.1
YP_690910.1
YP_690911.1	K01803
YP_690912.1	K01521
YP_690913.1	K02048
YP_690914.1	K00850
YP_690915.1	K13283
YP_690916.1	K06006
YP_690917.1	K07662
YP_690918.1	K07640
YP_690919.1
YP_690920.1
YP_690921.1
YP_690922.2	K02526
YP_690923.1	K04564
YP_690924.1	K02854
YP_690925.1	K02855
YP_690926.1	K00848
YP_690927.1	K01813
YP_690928.1	K01629
YP_690929.1	K03534
YP_690930.1	K11201
YP_690931.1	K11203,K11202
YP_690932.1
YP_690933.1
YP_690934.1	K07480
YP_690935.1	K02379
YP_690936.1	K00123
YP_690937.1	K00124
YP_690938.1	K00127
YP_690939.1	K02380
YP_690940.1
YP_690941.1
YP_690942.1
YP_690943.1
YP_690944.1
YP_690945.1	K07480
YP_690946.1
YP_690947.1	K07560
YP_690948.1	K07058
YP_690949.1	K07025
YP_690950.1
YP_690951.1
YP_690952.1	K08318
YP_690953.1	K01671
YP_690954.1
YP_690955.1
YP_690956.1	K15922
YP_690957.1	K03292
YP_690958.1	K03292
YP_690959.1
YP_690960.1	K07480
YP_690961.1
YP_690962.1
YP_690963.1
YP_690964.1
YP_690965.1	K06207
YP_690966.1	K01915
YP_690967.1	K07708
YP_690968.1	K07712
YP_690969.1	K02495
YP_690970.1	K09894
YP_690971.1	K03978
YP_690972.1	K02335
YP_690973.2
YP_690974.1	K07480
YP_690975.1	K03673
YP_690976.1
YP_690977.1	K09896
YP_690978.1	K03752
YP_690979.1	K03753
YP_690980.1	K00230
YP_690981.1	K03498
YP_690982.1
YP_690983.1	K01271
YP_690984.1	K01825
YP_690985.1	K00632
YP_690986.1	K05368
YP_690987.1	K03182
YP_690988.1	K05785
YP_690989.1	K03424
YP_690990.1	K03118
YP_690991.1	K03117
YP_690992.1	K03116
YP_690993.1	K03688
YP_690994.1	K03690
YP_690995.1	K03183
YP_690996.1	K09760
YP_690997.1	K00757
YP_690998.1	K01061
YP_690999.1	K00549
YP_691000.1	K03576
YP_691001.1
YP_691002.1	K07024
YP_691003.1	K01048
YP_691004.1	K05834
YP_691005.1	K05835
YP_691006.1	K03654
YP_691007.1	K01058
YP_691008.1
YP_691009.1	K05786
YP_691010.1
YP_691011.1
YP_691012.1	K03284
YP_691013.1
YP_691014.1
YP_691015.1
YP_691016.1	K03657
YP_691017.1	K07025
YP_691018.1	K03733
YP_691019.1	K09921
YP_691020.1	K01778
YP_691021.1
YP_691022.1
YP_691023.1
YP_691024.1
YP_691025.1	K06202
YP_691026.1	K05851
YP_691027.1	K01749
YP_691028.1	K01719
YP_691029.1	K02496
YP_691030.1	K02498
YP_691031.1
YP_691032.1
YP_691033.1	K06871
YP_691034.1	K03293
YP_691035.1	K02852
YP_691036.1	K02853
YP_691037.1	K12582
YP_691038.1	K16693
YP_691039.1	K02805
YP_691040.1	K16704
YP_691041.1	K00973
YP_691042.1	K01710
YP_691043.1	K02472
YP_691044.1	K01791
YP_691045.1	K05790
YP_691046.1	K02851
YP_691047.1
YP_691048.1	K03628
YP_691049.1	K03671
YP_691050.1	K03732
YP_691051.1	K01524
YP_691052.1	K03656
YP_691053.1	K03769
YP_691054.1	K00053
YP_691055.1	K02521
YP_691056.1	K01754
YP_691057.1	K01687
YP_691058.2	K00826
YP_691059.1	K11258
YP_691060.1	K01652
YP_691061.1	K07391
YP_691062.1	K09897
YP_691063.1
YP_691064.1
YP_691065.1
YP_691066.1	K02529
YP_691067.1	K00852
YP_691068.1	K10440
YP_691069.1	K07480
YP_691070.1	K06726
YP_691071.1	K03549
YP_691072.1
YP_691073.1	K00820
YP_691074.1	K04042
YP_691075.1	K02114
YP_691076.1	K02112
YP_691077.1	K02115
YP_691078.1	K02111
YP_691079.1	K02113
YP_691080.1	K02109
YP_691081.1	K02110
YP_691082.1	K02108
YP_691083.1	K02116
YP_691084.1	K03501
YP_691085.1	K03495
YP_691086.1	K06205
YP_691087.1	K03718
YP_691088.1	K01914
YP_691089.1
YP_691090.2	K03924
YP_691091.1
YP_691092.1	K07345
YP_691093.2
YP_691094.1
YP_691095.1	K07347
YP_691096.1
YP_691097.1	K02040
YP_691098.1	K02037
YP_691099.1	K02038
YP_691100.1	K02036
YP_691101.1	K02039
YP_691102.1	K03488
YP_691103.1	K02757,K02755,K02756
YP_691104.1	K01223
YP_691105.1	K10124
YP_691106.1	K07214
YP_691107.1
YP_691108.1	K09925
YP_691109.1
YP_691110.1
YP_691111.1	K07484
YP_691112.1	K07483
YP_691113.1
YP_691114.1
YP_691115.1	K06901
YP_691116.1
YP_691117.1
YP_691118.1
YP_691119.1
YP_691120.1
YP_691121.1	K08163
YP_691122.1	K03836
YP_691123.1	K01667
YP_691124.1	K03650
YP_691125.1	K03217
YP_691126.1	K03536
YP_691127.1	K02914
YP_691128.1	K02313
YP_691129.1	K02338
YP_691130.1	K03629
YP_691131.1	K02470
YP_691132.1
YP_691133.1	K07024
YP_691134.2
YP_691135.1	K00883
YP_691136.1	K08194
YP_691137.1
YP_691138.1
YP_691139.1
YP_691140.1	K04080
YP_691141.1	K04081
YP_691142.1	K07085
YP_691143.1	K03482
YP_691144.1	K02749,K02750
YP_691145.1
YP_691146.1	K03307
YP_691147.1	K01138
YP_691148.1
YP_691149.1	K00389
YP_691150.1
YP_691151.1	K06871
YP_691152.1	K08154
YP_691153.1	K01652
YP_691154.1	K01653
YP_691155.1	K07686
YP_691156.1	K07675
YP_691157.1	K07783
YP_691158.1	K07784
YP_691159.1	K01486
YP_691160.1	K06901
YP_691161.1
YP_691162.2	K03445
YP_691163.1
YP_691164.1
YP_691165.1	K02014
YP_691166.1	K03897
YP_691167.1	K03895
YP_691168.1	K03896
YP_691169.1	K03894
YP_691170.1
YP_691171.1
YP_691172.1	K07480
YP_691173.1
YP_691174.2	K07497
YP_691175.1
YP_691176.2
YP_691177.1	K07483
YP_691178.1
YP_691179.1
YP_691180.1	K07483
YP_691181.1
YP_691182.1
YP_691183.1
YP_691184.1
YP_691185.1
YP_691186.1	K01811
YP_691187.1
YP_691188.1	K16345
YP_691189.1	K03312
YP_691190.1	K03655
YP_691191.1	K00556
YP_691192.1	K01139
YP_691193.1	K03060
YP_691194.1	K00942
YP_691195.1
YP_691196.1	K01972
YP_691197.1
YP_691198.1	K14623
YP_691199.1
YP_691200.1	K00989
YP_691201.1	K00762
YP_691202.1	K05501
YP_691203.1	K01520
YP_691204.1	K13038
YP_691205.1	K03630
YP_691206.1	K02913
YP_691207.1	K10563
YP_691208.1	K00954
YP_691209.1	K02527
YP_691210.1
YP_691211.1	K07480
YP_691212.1	K02849
YP_691213.1	K02844
YP_691214.1	K02848
YP_691215.1	K03275
YP_691216.1	K02850
YP_691217.1	K03279
YP_691218.1	K00713
YP_691219.1	K02847
YP_691220.1	K02841
YP_691221.1	K02843
YP_691222.1	K03274
YP_691223.1
YP_691224.1	K00639
YP_691225.1	K00060
YP_691226.1
YP_691227.1	K07480
YP_691228.1	K09798
YP_691229.2
YP_691230.2	K15633
YP_691231.1	K07480
YP_691232.1
YP_691233.1
YP_691234.1	K03676
YP_691235.1	K03071
YP_691236.1	K00057
YP_691237.1	K00640
YP_691238.1	K03216
YP_691239.1	K00101
YP_691240.1	K14348
YP_691241.1	K00427
YP_691242.1
YP_691243.1
YP_691244.1
YP_691245.1	K07480
YP_691246.1
YP_691247.1	K14762
YP_691248.1
YP_691249.1	K02562
YP_691250.1	K00009
YP_691251.1	K02800,K02798,K02799
YP_691252.1
YP_691253.1
YP_691254.1
YP_691255.1	K01042
YP_691256.1	K03833
YP_691257.1	K13954
YP_691258.1	K00138
YP_691259.1
YP_691260.1
YP_691261.1
YP_691262.1
YP_691263.1
YP_691264.1	K07480
YP_691265.1	K07274
YP_691266.1	K09955
YP_691267.1
YP_691268.1
YP_691269.1	K03080
YP_691270.1	K03082
YP_691271.1	K03081
YP_691272.1	K00880
YP_691273.1
YP_691274.1
YP_691275.1
YP_691276.1	K07480
YP_691277.1
YP_691278.1	K08092
YP_691279.1
YP_691280.1
YP_691281.1	K00835
YP_691282.1	K01176
YP_691283.1	K03796
YP_691284.1	K10545
YP_691285.1	K10543
YP_691286.1	K00854
YP_691287.1
YP_691288.1
YP_691289.1
YP_691290.1
YP_691291.1	K01878
YP_691292.1	K01879
YP_691293.1	K07480
YP_691294.1
YP_691295.1
YP_691296.1	K03296
YP_691297.1
YP_691298.1
YP_691299.1	K01580
YP_691300.1	K00428
YP_691301.1	K07480
YP_691302.1
YP_691303.1
YP_691304.1	K14065
YP_691305.1	K00528
YP_691306.1	K02446
YP_691307.1	K00864
YP_691308.1	K02440
YP_691309.1	K09892
YP_691310.1	K02553
YP_691311.1	K02548
YP_691312.1	K03667
YP_691313.1	K01419
YP_691314.1	K03591
YP_691315.1	K05499
YP_691316.1	K04066
YP_691317.1
YP_691318.1	K03764
YP_691319.1	K01739
YP_691320.1	K12525
YP_691321.1	K00297
YP_691322.1	K03782
YP_691323.1
YP_691324.1	K09974
YP_691325.1	K11203
YP_691326.1	K11202
YP_691327.1	K00656
YP_691328.1	K04069
YP_691329.1	K11202
YP_691330.1
YP_691331.1
YP_691332.1	K01595
YP_691333.1	K01438
YP_691334.1	K00145
YP_691335.1	K00930
YP_691336.1	K01755
YP_691337.1
YP_691338.1
YP_691339.1	K07480
YP_691340.1	K04761
YP_691341.1	K00322
YP_691342.1
YP_691343.1
YP_691344.1	K00557
YP_691345.2	K16092
YP_691346.1	K01776
YP_691347.1	K00075
YP_691348.1	K03524
YP_691349.1	K00867
YP_691350.1	K02358
YP_691351.1	K03073
YP_691352.1	K02601
YP_691353.1	K02867
YP_691354.1	K02863
YP_691355.1	K02864
YP_691356.1	K02935
YP_691357.1	K03043
YP_691358.1	K03046
YP_691359.1	K03150
YP_691360.2	K03149
YP_691361.1	K03154
YP_691362.1	K03148
YP_691363.1	K00788
YP_691364.1	K03147
YP_691365.1	K07740
YP_691366.1	K03426
YP_691367.1	K01599
YP_691368.1	K05982
YP_691369.1	K09891
YP_691370.1	K05787
YP_691371.1
YP_691372.1	K07803
YP_691373.1	K07709
YP_691374.1	K07713
YP_691375.1	K01945
YP_691376.1	K00602
YP_691377.1	K03827
YP_691378.1	K00651
YP_691379.1	K01637
YP_691380.1	K13641
YP_691381.1	K00548
YP_691382.1	K03324
YP_691383.1	K05995
YP_691384.1
YP_691385.1	K02815
YP_691386.1	K02814
YP_691387.1	K02813
YP_691388.1	K02812
YP_691389.1	K00068
YP_691390.1
YP_691391.1	K06182
YP_691392.1
YP_691393.1
YP_691394.1
YP_691395.1
YP_691396.1	K07701
YP_691397.1	K07703
YP_691398.1	K07792
YP_691399.1	K01676
YP_691400.1	K08984
YP_691401.1	K11104
YP_691402.1	K07406
YP_691403.1
YP_691404.1	K01584
YP_691405.1	K03755
YP_691406.1	K03759
YP_691407.1	K03760
YP_691408.1	K07771
YP_691409.1	K07643
YP_691410.1	K03762
YP_691411.1
YP_691412.1
YP_691413.1	K06193
YP_691414.1	K04750
YP_691415.1	K02041
YP_691416.1	K02044
YP_691417.1	K02042
YP_691418.1	K07480
YP_691419.1
YP_691420.1	K15549
YP_691421.1	K15547
YP_691422.1	K15550
YP_691423.1	K07126
YP_691424.1	K11102
YP_691425.1	K04018
YP_691426.1	K04017
YP_691427.1	K04016
YP_691428.1	K04015
YP_691429.1	K04014
YP_691430.1	K04013
YP_691431.1	K03385
YP_691432.1	K01895
YP_691433.1
YP_691434.1	K14393
YP_691435.1	K07480
YP_691436.1
YP_691437.1	K03316
YP_691438.1	K06901
YP_691439.1	K13639
YP_691440.1	K13631
YP_691441.1
YP_691442.1
YP_691443.1	K07480
YP_691444.1	K03111
YP_691445.1	K03701
YP_691446.1
YP_691447.1
YP_691448.1	K03788
YP_691449.1	K00832
YP_691450.1	K01775
YP_691451.1	K02314
YP_691452.1	K00344
YP_691453.1
YP_691454.1	K05539
YP_691455.1
YP_691456.1
YP_691457.1	K09823
YP_691458.1
YP_691459.1	K03327
YP_691460.1	K01356
YP_691461.1	K00901
YP_691462.2	K00631
YP_691463.1	K03179
YP_691464.1	K03181
YP_691465.1	K07480
YP_691466.1
YP_691467.1	K05775
YP_691468.1	K02024
YP_691469.1	K10111
YP_691470.1	K10108
YP_691471.1	K10109
YP_691472.1	K10110
YP_691473.1	K13256
YP_691474.1
YP_691475.1
YP_691476.1
YP_691477.1	K01810
YP_691478.1	K00928
YP_691479.1
YP_691480.1
YP_691481.1
YP_691482.1
YP_691483.2
YP_691484.1	K07559
YP_691485.1
YP_691486.1
YP_691487.1	K01305
YP_691488.1
YP_691489.1
YP_691490.1
YP_691491.1	K13637
YP_691492.1	K00040
YP_691493.1	K01686
YP_691494.1	K16321
YP_691495.1	K07350
YP_691496.1	K07349
YP_691497.1	K07348
YP_691498.1	K07347
YP_691499.1	K07346
YP_691500.1	K07480
YP_691501.1	K07345
YP_691502.1	K07358
YP_691503.1	K07357
YP_691504.1
YP_691505.1
YP_691506.1	K07497
YP_691507.1	K07480
YP_691508.1
YP_691509.1	K11534
YP_691510.1
YP_691511.1	K07483
YP_691512.1
YP_691513.1
YP_691514.1	K07480
YP_691515.1
YP_691516.1	K12957
YP_691517.1	K06915
YP_691518.1	K11720
YP_691519.1	K07091
YP_691520.1	K01255
YP_691521.1	K02339
YP_691522.1	K01873
YP_691523.1
YP_691524.1	K03828
YP_691525.1	K09893
YP_691526.1	K00611
YP_691527.1
YP_691528.1	K07480
YP_691529.1
YP_691530.1
YP_691531.1
YP_691532.1
YP_691533.1
YP_691534.1	K00609
YP_691535.1	K00610
YP_691536.1	K09022
YP_691537.1	K01531
YP_691538.1	K03485
